NO_LOAD,-8,-3,2,-5,0,-11,-9,-8,12,6,3,3,4,-13,2,-9,-4,6,0,-6,3,0,-9,-1,-6,-13,-1,-4,-8,-5,-2,-7,-3,-20,-6,-6,-7,-27,-11,-8,-7,-8,-15,-14,-5,-3,-8,-3,-6,-2,-7,-17,-14,-5,-7,-9,-11,-4,-11,-8,-8,-7,-9,-9,-3,-9,-11,-12,-6,-12,-4,-8,-4,-10,-2,-9,-16,-14,-14,-17,-19,-10,-16,-21,-11,-11,-19,-12,-7,-17,-10,-21,1,-3,-14,-11,-8,-13,-7,-8,-2,-7,-17,-5,-18,-13,-15,-8,-17,-20,-14,-8,-19,-28,-19,-22,-19,-23,-21,-28,-17,-21,-22,-23,-21,-18,-15,-17,-18,-22,-33,-22,-26,-18,-18,-29,-29,-32,-33,-30,-30,-25,-32,-36,-28,-18,-16,-25,-28,-22,-28,-32,-28,-30,-33,-25,-30,-32,-34,-27,-29,-28,-36,-23,-23,-31,-29,-30,-28,-30,-36,-33,-22,-32,-17,-13,-25,-25,-14,-15,-22,-22,-13,-20,-18,-21,-12,-17,-22,-17,-23,-22,-24,-34,-40,-29,-29,-32,-31,-24,-28,-38,-35,-35,-35,-30,-32,-27,-30,-36,-29,-33,-32,-29,-41,-24,-27,-33,-28,-31,-39,-33,-33,-38,-34,-31,-35,-32,-35,-29,-34,-31,-30,-42,-35,-48,-29,-30,-35,-30,-29,-26,-30,-31,-29,-23,-33,-25,-35,-25,-28,-25,-17,-24,-20,-26,-24,-29,-30,-31,-30,-18,-25,-24,-17,-23,-23,-30,-27,-32,-28,-26,-24,-16,-20,-22,-21,-19,-23,-25,-29,-14,-23,-21,-16,-26,-21,-21,-23,-20,-21,-13,-22,-19,-20,-16,-19,-22,-14,-16,-19,-21,-21,-22,-23,-30,-21,-20,-7,-23,-18,-14,-18,-19,-14,-16,-14,-16,-3,-10,-2,-11,-13,-9,-13,-14,-5,-2,0,-5,-6,0,5,0,6,0,-4,-6,0,-7,-1,-8,-1,-7,-5,-2,-7,4,9,-5,0,-11,-5,-6,-6,-1,-4,2,0,-1,-1,-5,-5,-11,-5,-6,1,-5,-3,-1,-2,-3,-5,-1,1,-6,-2,-2,-3,-8,5,0,0,-8,-11,-3,-5,1,1,-4,2,7,4,-4,-11,-6,0,-3,-6,-3,2,-2,-7,-8,-14,3,0,2,5,8,-1,-2,6,-10,-2,-6,3,9,2,6,2,-2,1,0,-2,-3,0,7,0,-9,-4,6,-3,-5,4,2,-12,-4,0,0,0,-3,-7,2,6,10,6,2,1,-2,1,6,-2,-1,2,15,4,2,-1,1,13,2,8,2,0,-2,9,5,4,-2,10,0,7,-4,-3,3,5,8,10,1,0,7,9,5,-2,6,0,-2,1,4,6,-2,0,0,0,3,-1,1,0,0,11,0,7,13,1,3,13,14,12,7,7,1,14,8,12,5,0,8,9,3,5,2,5,0,9,2,8,-1,3,3,2,0,6,13,4,9,13,3,3,3,7,10,4,14,10,15,7,4,8,19,17,5,6,15,6,7,11,19,10,16,15,8,1,3,10,19,0,2,5,-4,8,-2,11,4,1,9,2,11,0,8,1,4,3,5,3,6,-3,7,0,5,4,3,2,3,5,-2,3,5,6,-2,3,2,0,-1,7,6,7,1,-5,-7,-2,8,18,0,-4,8,2,6,6,9,7,7,0,-2,0,1,11,-3,3,2,6,-8,-2,10,-3,-3,0,-5,7,-3,2,0,11,4,-5,3,-6,-2,2,5,1,-2,5,2,2,-1,-2,7,-3,5,8,11,5,5,7,-3,-3,1,-1,-1,0,15,12,2,1,-6,0,3,6,-15,8,3,12,5,8,12,8,2,2,0,12,1,-1,15,2,1,9,3,15,9,4,7,0,4,-1,1,0,9,6,10,-1,-3,2,10,6,4,11,3,-1,0,11,2,3,2,-2,2,1,-3,-6,5,-10,-2,-3,-4,4,0,-1,-11,-4,3,-3,0,-6,-4,5,-12,-11,-10,-9,-8,-6,-14,3,-11,-15,-14,-14,-9,-3,-13,-22,-9,-12,-22,-13,-15,-5,-14,-15,-14,-14,-12,-7,-12,-15,-24,-10,-11,-13,-11,-10,-13,-11,-21,-7,-9,-19,-1,-16,-1,-19,-13,-16,-12,-3,-15,-18,-9,-23,-17,-11,-19,-14,-1,-13,-21,-19,-9,-10,-14,-17,-9,-10,-12,-16,-14,-9,-10,-12,-10,-16,-19,-3,-14,-12,-20,-20,-19,-14,-15,-22,-17,-18,-12,-16,-34,-17,-23,-17,-18,-19,-16,-18,-28,-24,-31,-22,-21,-26,-33,-19,-22,-25,-25,-28,-34,-30,-23,-26,-24,-30,-20,-24,-23,-17,-28,-22,-24,-20,-21,-13,-23,-21,-18,-25,-19,-14,-20,-15,-17,-10,-17,-20,-11,-10,-12,0,-13,-9,-10,-13,-8,-19,-14,-7,-16,-7,-3,4,0,-6,-5,-4,-3,-10,6,-4,8,3,-1,1,-1,-4,-8,-2,17,-10,-3,-3,2,-4,0,-6,6,-9,-4,5,-4,0,16,2,2,3,-4,4,8,0,2,0,3,4,-11,0,-5,0,0,0,-6,1,-1,0,0,3,-4,9,-10,1,-12,0,1,-2,-5,-1,-4,-2,-2,9,-5,-5,0,-7,-7,-9,-6,-5,2,-3,-11,-9,-2,5,-7,-11,-6,-9,1,-1,-7,-3,-15,-10,-9,-10,-15,-11,-18,-15,-9,-9,-14,-12
150g_LOAD,5,10,7,4,-3,2,-2,0,0,3,7,2,3,0,0,2,1,4,1,5,6,9,5,13,13,9,9,6,6,4,5,2,2,10,9,15,10,6,9,13,10,6,2,10,12,15,7,14,14,0,0,14,10,-1,0,7,4,15,12,8,15,20,7,8,16,8,5,12,7,1,-2,5,7,15,-3,3,10,12,15,10,6,0,0,7,8,9,10,2,7,7,5,0,9,9,11,14,7,5,6,6,7,2,-6,2,9,4,4,10,14,10,5,11,6,4,14,7,12,11,3,12,11,5,1,4,5,6,9,16,7,7,7,6,9,14,17,15,10,15,9,8,9,13,11,3,16,23,16,11,9,4,9,24,17,14,14,8,12,13,12,7,16,19,17,12,11,14,3,7,12,13,12,15,11,4,9,16,30,18,4,7,10,2,-1,5,14,10,5,2,6,6,10,9,10,20,18,7,10,14,13,15,5,1,15,16,14,19,9,9,22,21,15,6,6,10,8,10,7,7,4,7,11,16,17,15,18,17,12,10,10,3,13,18,20,18,13,11,16,22,14,16,11,18,20,16,9,19,29,22,16,20,18,14,23,25,23,23,22,15,26,16,22,24,26,25,19,20,25,21,20,19,13,24,28,26,16,18,21,19,17,13,18,30,28,21,23,25,23,20,16,20,19,18,22,23,24,32,22,17,25,22,15,12,15,23,20,13,23,24,31,37,33,16,20,16,15,26,25,23,24,21,16,19,16,10,7,10,7,13,10,5,5,11,10,3,1,11,15,16,18,16,12,10,5,11,9,5,14,11,6,0,-1,0,-5,-7,-2,4,4,0,-3,-1,3,6,4,3,-5,-5,-1,-2,8,5,9,7,3,-1,-1,7,6,12,15,7,9,2,0,-2,-2,4,8,5,6,1,1,2,0,-5,-2,1,8,7,-2,-4,-2,-9,-5,3,0,-6,-1,0,-1,6,4,-3,-5,-3,-5,0,4,-2,-12,-9,4,1,-8,0,6,12,11,3,1,-7,-10,-3,-2,-3,-3,0,5,9,-1,-13,-10,-3,-2,10,-3,-13,-11,-2,1,0,0,-10,-5,2,1,3,3,-4,-4,-6,-3,-2,0,-1,-5,-3,-2,-4,-3,1,0,3,2,1,-4,-7,-15,-14,-15,-4,-2,-8,-5,-4,-1,-2,0,-5,-8,-10,-5,-5,-7,-1,-6,-13,-15,-10,-2,4,6,0,-3,-5,-7,-9,-5,-3,-4,-16,-5,-3,-7,-5,-3,1,3,0,-3,0,0,-2,5,5,-1,2,6,0,0,-1,-1,1,0,-10,-3,-6,-7,-8,-8,-10,-5,2,0,-5,-6,-11,-8,0,-9,-3,4,-3,0,-3,-2,-8,-5,0,-6,-2,1,1,5,0,0,4,5,0,0,3,-7,0,2,3,-3,-8,-5,-3,-6,-9,-4,6,4,-4,-6,-8,-4,2,-6,-4,-6,3,1,1,0,-1,-1,3,0,-5,3,3,4,-2,0,-3,-4,-2,-1,-6,-4,0,0,-5,-7,-4,-1,3,2,-4,1,5,2,-10,-9,-4,6,6,8,6,1,-3,0,1,-8,-8,0,-5,-3,3,0,0,0,-3,-5,-8,-8,-4,2,2,0,-4,-4,2,-8,-9,-13,-6,0,4,-1,-3,-1,-8,-13,-2,-4,-11,-3,-1,1,7,6,-3,-3,-4,-11,-10,-5,-2,-4,219,-1,1,-4,-16,-17,-7,2,0,-5,0,0,-6,-8,-9,1,-1,-2,-5,-11,-11,-5,-3,2,-6,-15,-11,-7,-7,-12,-23,-13,-2,-8,-7,0,-3,2,-10,-13,-1,1,0,-8,-13,-9,-11,-9,-2,3,1,-5,-12,-13,-10,-12,-6,-3,-8,-4,-5,-13,-4,-3,-10,-15,-16,-12,-6,1,0,-7,-7,0,-1,-5,-11,-13,-7,-12,-15,-14,-8,-9,-10,-13,-8,0,-5,-12,-20,-14,-10,-21,-14,-12,-6,-7,-15,-15,-14,-10,-7,-7,-9,-7,0,-4,0,0,-10,-9,-9,-3,-7,-10,-15,-21,-16,-14,-15,-10,-13,-15,-18,-17,-20,-23,-12,-12,-19,-16,-7,-14,-16,-16,-14,-9,-10,-12,-7,-13,-17,-19,-13,-9,-9,-20,-14,-9,-15,-23,-23,-18,-17,-14,-14,-16,-22,-17,-17,-10,-18,-24,-18,-7,-10,-14,-7,-4,-12,-14,1,3,-13,-17,-6,-18,-25,-24,-19,-10,-12,-16,-19,-19,-14,-5,-6,-4,-10,-12,-5,-2,-14,-16,-9,-3,-5,-6,-3,-9,-18,-24,-13,-20,-18,-15,-22,-19,-20,-25,-22,-8,-11,-18,-22,-27,-21,-12,-11,-22,-17,-14,-15,-24,-24,-17,-10,-8,-10,-17,-25,-18,-10,-16,-29,-28,-8,-3,-16,-18,-17,-13,-11,-21,-21,-17,-16,-16,-23,-25,-29,-28,-25,-19,-21,-20,-24,-18,-29,-32,-30,-23,-23,-16,-28,-27,-15,-13,-19,-22,-26,-21,-17,-26,-19,-29,-18,-14,-21,-25,-30,-28,-19,-16,-17,-17,-19,-24,-24,-24,-25,-24,-21,-16,-17,-24,-26,-21,-22,-21,-21,-24,-19,-19,-19,-20,-25,-28,-24,-25,-25,-28,-29,-34,-29,-21,-26,-27
